id,rating,createdAt,updatedAt,userId,menuitemId
118,4,2019-03-14 05:15:48,2019-02-12 09:42:38,35,14
119,4,2018-08-15 18:39:07,2018-10-02 19:23:40,55,15
120,5,2018-05-14 14:27:50,2018-10-28 01:42:13,100,17
121,2,2018-08-11 21:00:55,2018-07-31 11:24:33,58,14
122,2,2018-10-19 19:16:54,2019-04-21 13:04:32,9,4
123,3,2018-09-04 07:40:24,2018-11-07 03:00:58,19,11
124,4,2018-12-14 07:41:38,2018-10-11 09:36:57,130,6
125,1,2018-11-19 03:21:14,2018-07-27 13:57:19,20,16
126,3,2019-02-09 07:32:30,2018-11-30 16:57:09,75,1
127,1,2019-02-07 02:04:10,2019-03-12 18:36:19,120,16
128,1,2019-02-08 20:25:22,2018-11-25 22:36:01,100,11
129,5,2018-12-19 00:23:24,2018-05-29 15:22:53,53,4
130,4,2018-08-26 22:56:48,2019-02-04 01:49:51,34,22
131,5,2018-11-13 17:09:02,2018-09-03 06:20:17,92,8
132,1,2019-03-08 05:14:17,2019-03-22 10:17:49,67,24
133,4,2018-12-16 14:48:01,2018-06-22 07:00:35,111,8
134,2,2018-09-09 08:06:52,2018-10-07 05:35:19,110,8
135,2,2018-11-23 23:31:14,2018-11-29 00:09:31,141,3
136,4,2019-03-16 03:34:02,2019-01-02 16:45:25,21,20
137,4,2019-03-27 23:32:40,2019-03-21 11:42:45,200,9
138,3,2019-02-25 12:53:29,2018-10-18 12:05:44,57,2
139,2,2018-11-21 05:51:41,2019-02-22 01:16:44,144,14
140,4,2019-01-21 08:21:13,2019-04-30 14:37:02,146,21
141,2,2018-10-21 22:08:29,2018-06-24 04:24:43,81,11
142,4,2018-12-08 15:57:38,2018-09-11 18:48:55,185,4
143,1,2019-01-30 09:00:07,2019-02-26 06:00:29,115,10
144,4,2018-05-21 18:42:08,2019-03-16 12:25:59,1,23
145,5,2018-06-05 03:46:22,2019-03-10 23:43:50,136,6
146,3,2018-06-14 12:49:11,2018-09-12 07:49:43,46,17
147,1,2018-07-12 08:27:19,2019-03-02 05:05:25,180,24
148,2,2018-08-07 02:15:37,2019-01-31 22:28:56,111,10
149,5,2018-12-12 23:34:48,2018-12-31 09:43:07,59,12
150,3,2019-04-03 02:27:51,2018-12-22 18:35:20,46,11
151,1,2019-01-24 04:19:18,2018-07-13 10:53:35,165,24
152,5,2018-08-25 09:10:48,2018-08-08 08:33:47,33,8
153,5,2019-02-09 09:50:05,2019-04-19 07:59:56,140,7
154,3,2018-09-27 04:13:03,2018-10-13 12:36:56,1,5
155,2,2018-08-18 11:15:19,2019-04-09 11:51:55,57,21
156,4,2019-02-17 11:55:24,2018-11-02 23:47:18,134,19
157,3,2018-11-01 01:09:39,2018-08-18 00:10:19,198,5
158,1,2019-03-30 19:43:13,2019-01-19 00:44:31,109,2
159,4,2018-07-31 04:47:49,2018-07-14 22:00:12,155,13
160,5,2018-11-28 17:15:49,2018-10-07 01:50:29,37,17
161,4,2018-10-28 17:10:42,2019-01-12 21:06:55,114,8
162,5,2018-07-06 00:57:16,2018-12-26 13:24:49,128,19
163,2,2019-02-10 18:21:05,2018-06-29 00:25:08,5,13
164,3,2019-05-04 08:35:46,2018-11-19 07:06:30,146,21
165,1,2018-10-28 22:15:35,2018-06-17 22:37:49,29,24
166,4,2018-07-04 12:25:09,2018-07-22 06:34:16,5,6
167,2,2018-05-08 05:54:49,2019-04-23 10:51:57,56,7
168,1,2018-08-01 20:24:49,2018-11-03 18:44:43,144,11
169,4,2018-11-21 14:22:42,2018-05-10 13:10:53,143,17
170,1,2019-02-03 18:59:32,2018-11-28 21:18:44,73,24
171,2,2018-12-27 11:41:12,2019-03-28 19:57:54,104,17
172,4,2018-06-24 11:47:53,2018-09-09 17:01:38,168,8
173,1,2018-08-23 06:26:21,2018-09-17 10:56:26,159,17
174,2,2019-02-02 19:06:35,2019-04-02 05:46:13,12,17
175,3,2018-10-24 19:17:17,2019-05-05 18:05:35,146,3
176,2,2019-01-31 09:56:11,2018-10-26 17:39:55,85,17
177,1,2019-02-24 17:07:28,2018-08-13 19:27:50,165,11
178,4,2019-04-06 04:10:28,2018-11-30 09:18:17,15,24
179,5,2018-12-06 18:19:22,2019-04-24 00:17:31,121,4
180,5,2018-08-16 15:45:33,2018-12-30 22:59:06,73,14
181,4,2019-01-10 03:32:30,2018-12-21 10:05:22,114,10
182,3,2018-07-27 13:32:01,2018-09-17 18:22:07,139,1
183,4,2018-08-18 07:35:36,2018-05-31 21:03:53,35,13
184,1,2018-06-15 06:09:27,2018-08-07 00:08:53,97,23
185,1,2018-12-16 06:54:56,2018-06-10 11:59:16,109,1
186,1,2018-07-25 03:53:18,2018-11-19 04:28:12,109,5
187,4,2018-07-08 09:47:43,2019-01-16 19:30:04,117,11
188,3,2019-03-13 22:08:34,2018-12-19 11:28:59,138,1
189,2,2018-06-22 09:44:20,2019-01-29 21:20:12,120,19
190,2,2018-05-30 09:56:53,2018-06-10 17:50:45,165,6
191,1,2018-08-19 06:51:12,2018-11-23 07:21:37,116,1
192,1,2019-03-21 14:19:52,2018-09-25 09:53:57,125,24
193,3,2018-11-23 17:59:10,2019-03-13 17:54:52,119,3
194,3,2018-05-09 23:09:41,2019-04-06 04:38:55,88,21
195,5,2018-10-28 23:40:30,2018-09-26 15:08:33,57,24
196,1,2018-05-16 23:44:35,2018-06-08 08:47:57,194,19
197,2,2018-06-07 12:00:56,2018-11-05 08:50:55,71,14
198,4,2019-04-20 14:00:25,2018-11-21 01:18:17,65,14
199,3,2019-03-05 04:59:51,2018-07-13 05:02:05,196,17
200,1,2018-05-25 17:11:04,2018-07-06 18:23:11,169,11
201,1,2018-06-04 19:40:58,2018-10-22 10:23:55,115,24
202,5,2018-08-04 22:42:40,2018-05-10 05:48:27,89,13
203,2,2018-11-17 05:37:41,2019-01-28 22:51:59,129,20
204,1,2018-12-30 22:38:47,2018-10-18 14:40:23,35,18
205,3,2018-07-06 20:14:05,2018-07-03 15:37:36,175,16
206,2,2019-02-16 10:21:18,2019-04-08 20:35:28,138,3
207,3,2018-07-03 01:19:08,2018-07-09 06:00:19,52,6
208,2,2019-02-17 18:15:12,2019-04-14 00:40:07,116,8
209,4,2018-09-04 16:09:18,2018-09-17 10:29:57,95,23
210,3,2018-12-17 00:27:37,2018-06-29 05:07:07,149,21
211,5,2018-10-25 17:03:34,2018-08-11 16:21:19,5,16
212,1,2018-12-18 05:58:58,2018-11-02 14:00:28,110,8
213,3,2018-06-09 07:04:05,2018-12-24 10:28:26,73,3
214,3,2019-04-23 05:39:56,2019-03-02 11:31:29,135,10
215,5,2018-06-08 13:42:16,2018-11-16 18:23:45,5,17
216,2,2018-08-28 08:38:28,2019-01-12 02:01:46,96,20
217,1,2019-03-04 10:06:36,2018-05-16 19:29:04,111,19
218,4,2019-02-04 01:15:25,2019-02-10 20:56:07,179,16
219,3,2019-04-02 19:54:47,2018-05-12 11:53:02,152,12
220,4,2019-03-13 15:44:37,2019-03-01 22:02:47,190,24
221,4,2019-04-21 15:59:04,2018-08-23 22:31:57,185,3
222,1,2018-08-25 08:48:58,2019-01-10 11:29:01,7,4
223,4,2018-12-27 07:21:40,2018-06-20 07:46:20,34,23
224,2,2019-01-01 10:05:52,2018-06-11 20:03:51,27,19
225,1,2019-01-09 09:31:16,2018-08-21 23:27:28,35,2
226,5,2018-09-23 17:54:45,2018-08-19 00:46:11,48,22
227,1,2018-05-24 02:51:13,2019-01-25 00:15:26,172,5
228,3,2018-08-16 09:13:29,2018-05-21 03:11:07,102,2
229,3,2018-12-11 12:07:53,2018-11-13 06:20:54,82,10
230,1,2019-02-15 00:01:09,2018-08-04 19:39:37,92,15
231,2,2019-03-16 07:20:14,2019-01-12 17:52:46,75,1
232,5,2018-11-30 03:46:01,2018-07-05 08:41:34,3,2
233,3,2018-06-16 08:07:30,2018-11-16 07:38:38,136,2
234,1,2018-10-15 22:10:32,2018-12-18 19:30:12,42,23
235,4,2018-08-15 23:37:40,2019-02-10 23:09:37,181,12
236,1,2018-09-04 08:05:52,2018-10-31 16:15:15,84,24
237,5,2019-04-25 07:10:04,2018-11-28 06:27:33,1,23
238,3,2018-05-19 01:34:18,2018-09-16 18:55:24,60,18
239,2,2018-12-21 10:41:59,2018-07-23 04:56:50,59,22
240,4,2019-02-05 20:23:25,2018-11-09 10:35:55,92,19
241,3,2019-03-08 22:19:03,2018-09-20 22:10:06,61,18
242,5,2018-07-30 03:45:06,2019-01-12 02:32:55,159,6
243,3,2018-05-11 14:34:58,2018-11-14 01:00:21,90,17
244,2,2018-05-27 06:01:17,2019-02-25 04:36:38,13,15
245,1,2018-06-07 01:27:19,2019-03-08 06:09:12,196,8
246,5,2018-06-16 14:00:43,2018-05-22 23:47:47,150,2
247,3,2018-07-29 23:12:01,2019-03-10 21:01:11,154,2
248,1,2019-02-08 12:01:13,2018-11-25 00:31:19,193,21
249,4,2018-08-19 00:57:26,2019-04-15 00:38:54,138,19
250,5,2018-06-03 18:14:19,2018-09-01 02:12:52,73,21
251,2,2018-06-02 16:04:32,2018-09-16 12:54:50,70,20
252,1,2018-07-01 14:18:44,2018-12-09 02:46:53,76,18
253,3,2019-01-16 21:23:47,2018-06-10 12:28:11,31,22
254,1,2019-04-16 18:39:21,2019-02-04 11:56:09,118,7
255,1,2018-12-30 12:14:13,2018-05-25 17:20:23,101,22
256,4,2019-04-03 20:24:21,2018-12-21 06:00:51,176,13
257,3,2018-05-24 07:06:09,2018-11-12 07:44:18,67,8
258,5,2018-07-08 12:15:29,2019-04-06 23:44:41,33,12
259,3,2019-01-08 09:07:29,2018-06-16 08:53:57,5,24
260,4,2019-04-25 22:04:20,2018-10-26 17:13:36,90,20
261,2,2019-02-07 20:06:17,2019-02-02 21:16:41,92,7
262,5,2019-03-22 21:28:45,2018-11-08 07:48:48,98,9
263,1,2019-03-09 22:00:52,2018-07-24 10:54:28,142,10
264,2,2019-04-11 06:42:41,2018-10-16 22:21:31,31,1
265,1,2019-05-05 18:27:47,2018-10-13 10:39:15,43,3
266,4,2018-10-29 22:32:15,2019-03-01 02:22:49,140,12
267,2,2018-06-09 13:14:58,2019-02-24 09:37:18,43,11
268,2,2018-11-29 01:07:30,2018-06-15 09:12:08,60,10
269,1,2018-09-24 00:52:58,2018-06-29 22:17:37,23,8
270,5,2019-03-16 07:38:08,2019-01-31 07:27:30,32,11
271,4,2018-10-21 05:53:29,2019-01-04 14:57:36,120,13
272,3,2018-05-21 09:45:23,2018-12-06 08:16:00,51,8
273,5,2018-06-30 15:31:49,2019-03-16 12:05:18,2,9
274,2,2018-12-22 05:02:01,2019-05-05 02:45:18,195,19
275,2,2018-10-29 07:57:22,2018-11-08 00:15:43,190,11
276,5,2018-08-11 03:51:28,2019-03-28 11:07:40,193,19
277,5,2019-05-01 07:47:08,2019-03-30 17:56:20,194,18
278,4,2019-03-18 00:11:27,2018-08-31 01:01:03,165,19
279,1,2019-04-12 07:06:15,2018-09-12 07:12:14,24,11
280,3,2018-05-12 05:57:44,2019-03-08 08:05:22,158,12
281,4,2018-09-08 17:42:28,2019-03-15 08:57:36,115,7
282,4,2018-12-10 09:55:36,2018-05-29 12:46:20,169,23
283,5,2018-11-29 17:27:27,2018-07-31 03:26:42,175,4
284,1,2019-01-01 20:28:15,2019-04-18 17:10:14,47,24
285,1,2018-08-25 20:51:56,2018-05-24 15:44:07,181,5
286,3,2019-02-12 21:12:43,2018-07-23 05:56:54,83,14
287,5,2018-08-03 15:58:59,2019-01-21 10:16:27,64,4
288,5,2018-06-16 07:07:32,2018-11-02 20:01:04,187,22
289,2,2018-07-13 23:09:37,2018-07-19 07:57:01,194,15
290,4,2018-05-15 20:16:40,2018-07-23 07:37:24,154,15
291,1,2018-11-18 01:37:27,2018-07-26 08:00:22,136,1
292,2,2018-08-07 09:23:06,2018-08-07 02:46:32,5,7
293,4,2019-04-15 02:35:18,2019-03-20 00:54:14,47,23
294,4,2019-04-09 00:09:53,2018-08-07 10:23:50,145,9
295,2,2019-04-29 16:23:02,2019-03-28 17:37:26,143,10
296,5,2018-11-24 19:47:43,2019-03-11 18:01:56,77,4
297,4,2018-08-12 02:37:24,2019-04-10 04:46:56,138,17
298,1,2018-11-14 12:40:09,2018-12-23 04:29:34,37,20
299,4,2019-03-26 23:11:39,2018-11-03 00:50:28,52,22
300,3,2019-01-25 08:24:46,2019-01-30 07:04:45,134,21
301,5,2019-02-27 18:29:55,2019-03-20 06:05:49,156,9
302,4,2019-02-13 22:31:41,2019-04-20 17:42:13,170,22
303,2,2018-05-10 23:34:18,2018-08-08 18:55:43,157,7
304,4,2018-11-07 13:12:26,2019-04-22 11:55:07,3,15
305,3,2019-04-20 03:03:20,2018-05-25 05:26:01,48,24
306,5,2019-04-20 21:04:17,2018-07-21 21:48:33,19,9
307,4,2018-12-18 07:24:33,2019-04-27 15:51:04,155,13
308,3,2018-11-14 22:39:03,2019-01-19 17:23:57,24,12
309,1,2018-05-27 21:14:35,2018-06-19 21:57:34,120,5
310,1,2019-03-21 08:59:15,2018-06-19 06:53:53,65,1
311,2,2018-09-15 22:24:33,2018-12-15 18:37:11,178,5
312,3,2018-09-02 10:27:29,2018-05-13 21:43:25,49,15
313,5,2019-04-29 02:16:02,2019-02-03 06:18:46,79,3
314,5,2018-06-17 14:27:03,2018-06-29 22:22:45,16,14
315,4,2018-09-11 23:11:55,2018-10-06 19:36:25,135,7
316,1,2018-11-06 14:18:45,2019-04-22 05:17:52,101,19
317,5,2018-08-16 23:08:54,2018-07-01 16:41:14,181,9
318,1,2018-10-31 14:59:43,2018-10-10 09:57:49,43,23
319,4,2019-01-04 19:39:34,2018-07-14 21:38:31,175,8
320,2,2018-12-10 04:23:08,2019-04-11 02:57:43,147,5
321,2,2018-06-09 18:33:18,2018-07-23 21:05:25,193,16
322,2,2019-04-03 00:32:32,2019-02-24 23:50:16,71,23
323,1,2019-02-27 19:49:27,2018-11-12 20:41:57,163,6
324,5,2018-12-11 14:26:06,2019-02-25 20:08:34,198,24
325,3,2018-08-16 07:39:10,2019-02-12 22:53:27,26,20
326,3,2019-04-19 22:55:46,2019-02-13 19:36:39,148,18
327,2,2019-05-02 18:58:21,2018-08-10 18:42:22,156,5
328,1,2018-12-20 15:48:04,2018-10-22 02:42:13,9,11
329,1,2018-09-04 07:47:08,2019-04-19 18:06:29,118,8
330,1,2018-05-19 15:39:15,2018-06-17 12:13:41,189,22
331,1,2018-11-09 01:36:03,2018-05-14 01:01:19,148,2
332,4,2019-01-30 06:10:38,2018-09-13 10:33:50,54,11
333,3,2018-05-22 06:55:18,2018-05-10 06:45:18,67,2
334,4,2018-12-26 13:13:14,2019-03-05 05:58:50,200,23
335,3,2019-03-22 22:54:54,2018-12-31 23:45:00,40,21
336,2,2019-05-06 11:51:19,2018-12-18 08:41:51,97,1
337,5,2018-07-31 16:36:14,2018-06-05 08:54:29,124,8
338,2,2018-08-08 08:50:01,2018-09-18 22:29:41,113,9
339,4,2018-07-25 10:10:42,2018-11-13 17:53:36,66,1
340,4,2019-01-19 12:32:29,2018-12-14 22:30:29,178,5
341,5,2019-02-15 02:12:56,2019-04-13 17:53:30,17,21
342,3,2018-07-15 21:16:41,2018-07-18 18:54:21,196,1
343,3,2019-04-22 07:55:01,2019-01-16 21:01:54,92,22
344,1,2018-05-16 13:16:46,2018-08-22 06:30:57,194,8
345,5,2018-12-07 18:43:01,2019-01-08 23:14:28,71,22
346,5,2019-02-10 22:01:25,2018-11-18 16:48:16,60,21
347,1,2018-12-29 13:51:28,2019-01-06 19:09:24,167,19
348,4,2019-03-18 15:15:50,2018-05-30 03:46:19,173,22
349,3,2018-06-12 07:55:12,2019-02-12 18:43:39,157,17
350,5,2019-04-20 05:47:33,2019-01-15 19:54:43,8,1
351,1,2018-06-04 04:52:32,2018-12-08 14:10:50,118,13
352,4,2019-04-22 15:46:40,2018-06-03 00:50:19,73,13
353,5,2018-08-29 19:23:29,2019-01-26 13:45:17,78,23
354,3,2018-08-04 15:17:48,2019-04-21 03:44:21,34,8
355,5,2018-07-03 03:53:22,2018-07-02 05:51:54,118,20
356,3,2018-10-04 22:35:28,2018-09-23 15:25:07,46,11
357,1,2018-09-04 12:03:12,2018-08-19 13:57:50,92,23
358,4,2018-09-14 10:05:02,2019-01-26 15:10:22,141,21
359,3,2019-03-16 12:48:23,2018-12-08 12:40:45,88,24
360,2,2018-06-02 03:44:27,2018-07-18 11:36:35,97,12
361,4,2019-05-01 16:31:29,2018-09-01 16:28:49,156,10
362,1,2019-02-24 04:54:58,2019-03-02 18:14:14,136,19
363,1,2019-02-23 08:04:09,2018-07-13 07:49:58,127,7
364,1,2019-02-26 12:40:06,2018-06-20 02:38:02,35,18
365,5,2018-05-17 17:20:46,2019-04-10 17:15:56,59,5
366,5,2018-12-30 08:48:25,2018-09-26 23:13:27,183,16
367,1,2018-10-12 08:38:57,2019-03-21 08:23:27,51,1
368,3,2019-03-11 22:12:37,2018-08-08 05:22:06,40,12
369,3,2019-04-29 00:18:24,2018-07-22 21:33:55,71,10
370,1,2018-07-04 16:38:17,2018-05-14 09:40:17,191,7
371,5,2018-07-16 04:58:43,2018-05-14 14:32:16,193,6
372,3,2018-06-02 06:59:21,2018-07-07 20:32:19,200,10
373,2,2019-01-23 14:41:19,2018-10-06 16:16:59,9,3
374,4,2018-08-13 05:24:19,2019-01-27 06:07:37,60,16
375,3,2018-06-08 01:39:25,2018-10-06 20:16:15,122,3
376,2,2018-12-29 01:27:19,2018-12-15 15:44:25,16,6
377,1,2018-06-10 21:57:42,2018-12-23 06:47:26,56,9
378,4,2018-09-18 12:22:40,2018-05-28 18:20:49,119,8
379,3,2018-08-30 09:17:52,2018-10-29 11:53:43,87,15
380,5,2019-04-16 13:32:58,2018-05-27 12:44:58,108,5
381,3,2019-02-19 00:54:57,2019-03-02 08:16:34,135,23
382,5,2018-08-29 05:07:27,2019-01-15 11:08:57,90,18
383,3,2018-05-17 02:07:43,2019-01-02 17:21:29,102,23
384,4,2019-04-18 11:52:33,2018-12-05 11:49:30,176,18
385,4,2018-06-02 07:19:56,2019-01-27 16:53:13,171,1
386,4,2018-06-25 05:28:14,2018-08-20 17:14:41,92,7
387,5,2018-05-14 04:02:11,2018-10-10 03:06:42,77,19
388,5,2018-06-30 21:33:28,2018-06-17 17:24:31,164,4
389,2,2019-03-16 15:41:20,2018-11-17 02:53:15,26,13
390,3,2018-12-10 20:13:23,2019-04-02 19:18:33,100,17
391,1,2018-07-08 19:10:49,2019-04-09 04:17:59,7,4
392,1,2018-11-29 11:01:04,2018-09-13 06:26:10,86,16
393,4,2018-09-20 08:11:22,2018-10-18 03:28:20,6,18
394,1,2019-01-12 18:57:52,2018-05-27 15:34:26,76,6
395,1,2019-03-05 08:20:00,2019-01-14 15:31:37,65,4
396,4,2018-12-13 15:08:19,2018-12-03 11:09:59,110,6
397,2,2018-08-12 03:02:34,2018-12-02 17:50:10,54,13
398,3,2019-02-07 13:47:02,2019-03-25 16:43:17,66,15
399,2,2018-10-10 18:33:45,2019-01-10 09:00:50,46,19
400,3,2019-03-14 13:58:18,2018-11-24 02:56:21,21,24
401,3,2018-06-01 09:41:34,2019-03-18 15:31:12,21,10
402,5,2018-11-08 19:15:26,2018-08-03 23:52:54,159,3
403,1,2019-01-29 02:36:01,2018-09-11 07:50:45,69,18
404,5,2019-01-11 00:57:14,2019-03-08 04:39:10,94,17
405,1,2018-09-29 11:29:59,2019-03-30 00:14:16,5,5
406,4,2018-06-08 07:44:05,2019-01-09 13:44:50,59,6
407,2,2019-02-05 05:01:02,2018-11-14 10:28:42,46,9
408,2,2018-05-29 01:09:58,2018-07-26 03:53:30,42,15
409,2,2019-01-28 23:03:52,2019-01-26 02:58:16,136,16
410,1,2018-06-29 10:14:36,2018-05-28 08:37:27,38,6
